C-2015-12
"December 1, 2015 - December 31, 2015"
"Total: $ 39,831.69"


Date,Description,Currency,Amount,Category,Payment,Start/Stop Mileage,Receipt - Excel File Link
3/22/17,,USD,60.00,HomeMaintenance,Cash,,
3/22/17,,USD,2.81,Starbucks,Cash,,
3/22/17,,USD,57.00,Dinner,Cash,,
3/22/17,,USD,135.00,Miscellaneous,Cash,,
3/23/17,,USD,15.00,Breakfast,Cash,,
3/24/17,,USD,14.05,Groceries,Cash,,
3/24/17,,USD,55.00,Dinner,Cash,,
3/25/17,P2.759,USD,11.00,Fuel,Cash,,
3/25/17,,USD,12.64,Groceries,Cash,,
3/25/17,,USD,9.52,Snack,Cash,,
3/25/17,,USD,11.00,Miscellaneous,Cash,,
3/25/17,,USD,6.52,Smokes,Cash,,
3/25/17,,USD,15.00,Drinks,Cash,,
3/25/17,,USD,70.00,Dinner,Cash,,
3/25/17,,USD,15.00,Agau,Cash,,
3/25/17,,USD,15.00,Drinks,Cash,,
3/25/17,,USD,19.28,Groceries,Cash,,
3/26/17,,USD,11.36,Breakfast,Cash,,
3/26/17,,USD,2.33,Starbucks,Cash,,
3/26/17,,USD,19.28,Groceries,Cash,,
3/26/17,,USD,18.13,Groceries,Cash,,
3/27/17,,USD,30.00,Haircut,Cash,,
3/27/17,,USD,10.78,Postage,Cash,,
3/27/17,,USD,17.17,Groceries,Cash,,
3/27/17,,USD,20.93,Laundry,Cash,,
3/27/17,,USD,180.18,TGNDomains,Cash,,
3/28/17,,USD,8.47,Smokes,Cash,,
3/28/17,,USD,6.39,Lunch,Cash,,
3/28/17,,USD,2.60,Starbucks,Cash,,
3/28/17,P2.699,USD,30.00,Fuel,Cash,,
3/28/17,,USD,8.50,DrewTime,Cash,,
3/28/17,P2.759,USD,6.00,Fuel,Cash,,
3/28/17,,USD,21.44,Groceries,Cash,,
3/28/17,,USD,16.75,Dinner,Cash,,
3/29/17,,USD,9.53,Lunch,Cash,,
3/30/17,,USD,6.50,Lunch,Cash,,
3/30/17,,USD,2.60,Starbucks,Cash,,
3/30/17,,USD,12.58,Groceries,Cash,,
3/30/17,,USD,30.00,Drinks,Cash,,
3/31/17,,USD,8.14,Smokes,Cash,,
3/31/17,,USD,23.77,Groceries,Cash,,
3/31/17,,USD,65.00,Dinner,Cash,,
4/1/17,,USD,50.00,Drinks,Cash,,
4/1/17,,USD,10.00,Taxi,Cash,,
4/1/17,,USD,62.00,Dinner,Cash,,
4/1/17,,USD,8.25,Drinks,Cash,,
4/1/17,,USD,3.17,Groceries,Cash,,
4/1/17,,USD,15.75,Drinks,Cash,,
4/2/17,,USD,36.00,Breakfast,Cash,,
4/2/17,,USD,66.89,Groceries,Cash,,
4/2/17,,USD,30.47,Lunch,Cash,,
4/3/17,P2.979,USD,10.00,Fuel,Cash,,
4/3/17,,USD,14.02,Groceries,Cash,,
4/3/17,,USD,186.90,BMWmaintenance,Cash,,
4/3/17,,USD,7.69,Smokes,Cash,,
4/4/17,,USD,5.25,Lunch,Cash,,
4/4/17,,USD,2.60,Starbucks,Cash,,
4/4/17,,USD,17.64,Groceries,Cash,,
4/5/17,P2.979,USD,13.00,Fuel,Cash,,
4/5/17,,USD,4.83,Lunch,Cash,,
4/5/17,,USD,110.00,Spa,Cash,,
4/5/17,,USD,1.83,Snack,Cash,,
4/5/17,,USD,135.00,Rx,Cash,,
4/5/17,,USD,20.00,Dinner,Cash,,
4/5/17,P 3.059,USD,15.00,Fuel,Cash,,
4/5/17,,USD,6.81,Smokes,Cash,,
4/6/17,,USD,15.00,Breakfast,Cash,,
4/6/17,,USD,16.00,Groceries,Cash,,
4/7/17,,USD,6.50,Lunch,Cash,,
4/7/17,,USD,2.60,Starbucks,Cash,,
4/7/17,,USD,19.50,MiscSnack,Cash,,
4/7/17,,USD,17.00,MiscSnack,Cash,,
4/8/17,P2.799,USD,15.00,Fuel,Cash,,
4/8/17,,USD,40.00,Dinner,Cash,,
4/8/17,,USD,8.75,Drinks,Cash,,
4/8/17,,USD,5.00,Cover Charge,Cash,,
4/9/17,,USD,21.62,Groceries,Cash,,
4/9/17,,USD,43.74,HomeMaintenance,Cash,,
4/9/17,,USD,14.00,MiscSnack,Cash,,
4/9/17,,USD,26.55,Groceries,Cash,,
4/9/17,,USD,7.69,Smokes,Cash,,
4/10/17,,USD,12.51,Groceries,Cash,,
4/10/17,,USD,33.40,Groceries,Cash,,
4/11/17,P2.999,USD,7.00,Fuel,Cash,,
4/11/17,,USD,169.58,Electronics,Cash,,
4/11/17,,USD,7.50,DrewTime,Cash,,
4/11/17,,USD,5.50,DrewTime,Cash,,
4/11/17,,USD,11.42,Groceries,Cash,,
4/11/17,,USD,10.00,Fuel,Cash,,
4/11/17,,USD,7.75,Smokes,Cash,,
4/11/17,,USD,7.00,Drinks,Cash,,
4/12/17,,USD,20.02,Groceries,Cash,,
4/12/17,,USD,5.25,Drinks,Cash,,
4/13/17,,USD,11.99,Groceries,Cash,,
4/13/17,,USD,7.23,Smokes,Cash,,
4/13/17,,USD,9.00,Drinks,Cash,,
4/13/17,,USD,9.00,Drinks,Cash,,
4/13/17,,USD,35.00,Dinner,Cash,,
4/14/17,,USD,16.51,Groceries,Cash,,
4/14/17,,USD,9.00,Drinks,Cash,,
4/14/17,,USD,26.50,Drinks,Cash,,
4/14/17,,USD,8.50,Drinks,Cash,,
4/15/17,,USD,26.77,Groceries,Cash,,
4/15/17,LawnCare,USD,25.00,HomeMaintenance,Cash,,
4/15/17,,USD,7.50,HomeMaintenance,Cash,,
4/15/17,,USD,38.37,Groceries,Cash,,
4/15/17,,USD,37.36,Dinner,Cash,,
4/15/17,,USD,7.34,Smokes,Cash,,
4/15/17,,USD,14.55,Groceries,Cash,,
4/16/17,,USD,14.00,Drinks,Cash,,
4/17/17,P3.049,USD,20.00,Fuel,Cash,,
4/17/17,,USD,130.00,Spa,Cash,,
4/17/17,,USD,21.03,Groceries,Cash,,
4/18/17,,USD,7.97,Smokes,Cash,,
4/18/17,,USD,15.00,Groceries,Cash,,
4/18/17,,USD,7.50,MiscSnack,Cash,,
4/19/17,,USD,21.05,Groceries,Cash,,
4/19/17,SwimmingGogles,USD,16.95,TriAthlon,Cash,,
4/19/17,,USD,9.75,Postage,Cash,,
4/19/17,,USD,21.17,Groceries,Cash,,
4/19/17,,USD,7.00,Drinks,Cash,,
4/20/17,R3.389,USD,10.00,Fuel,Cash,,
4/20/17,,USD,7.69,Smokes,Cash,,
4/20/17,,USD,5.25,Lunch,Cash,,
4/20/17,,USD,94.00,Medical,Cash,,
4/20/17,,USD,28.83,Groceries,Cash,,
4/20/17,,USD,19.50,Dinner,Cash,,
4/21/17,,USD,11.89,Groceries,Cash,,
4/21/17,,USD,7.89,Smokes,Cash,,
4/21/17,,USD,35.00,Drinks,Cash,,
4/21/17,,USD,12.00,Drinks,Cash,,
4/21/17,,USD,2.00,Miscellaneous,Cash,,
4/22/17,P3.049,USD,10.00,Fuel,Cash,,
4/22/17,,USD,2.00,MiscSnack,Cash,,
4/22/17,,USD,67.00,Dinner,Cash,,
4/23/17,,USD,248.00,GunsAmmo,Cash,,
4/23/17,P2.979,USD,30.00,Fuel,Cash,,
4/23/17,,USD,37.00,Drinks,Cash,,
4/23/17,TDdown,USD,100.00,Rosario,Cash,,
4/23/17,TDdown,USD,100.00,Rosario,Cash,,
4/23/17,,USD,37.21,Dinner,Cash,,
4/24/17,P2.899,USD,12.00,Fuel,Cash,,
4/24/17,,USD,11.16,Groceries,Cash,,
4/25/17,,USD,7.59,Smokes,Cash,,
4/26/17,,USD,18.83,Breakfast,Cash,,
4/26/17,,USD,11.81,Lunch,Cash,,
4/26/17,,USD,135.00,Miscellaneous,Cash,,
4/26/17,,USD,5.62,Starbucks,Cash,,
4/26/17,,USD,5.75,Drinks,Cash,,
4/26/17,,USD,16.61,Groceries,Cash,,
4/27/17,,USD,5.25,Lunch,Cash,,
4/27/17,,USD,2.60,Starbucks,Cash,,
4/27/17,,USD,7.96,Smokes,Cash,,
4/27/17,,USD,9.75,Groceries,Cash,,
4/28/17,,USD,27.76,Groceries,Cash,,
4/28/17,,USD,40.00,Dinner,Cash,,
4/29/17,,USD,105.00,HomeMaintenance,Cash,,
4/29/17,LawnCare,USD,25.00,HomeMaintenance,Cash,,
4/29/17,,USD,19.23,Groceries,Cash,,
4/29/17,P2.779,USD,20.00,Fuel,Cash,,
4/29/17,,USD,10.00,Miscellaneous,Cash,,
4/29/17,,USD,10.00,Miscellaneous,Cash,,
4/29/17,,USD,26.11,HomeMaintenance,Cash,,
4/29/17,,USD,22.00,Miscellaneous,Cash,,
4/29/17,,USD,17.00,Drinks,Cash,,
4/29/17,,USD,17.27,Dinner,Cash,,
4/30/17,,USD,21.95,BMWmaintenance,Cash,,
4/30/17,,USD,8.45,Books,Cash,,
4/30/17,,USD,4.75,Miscellaneous,Cash,,
4/30/17,,USD,17.55,Groceries,Cash,,
4/30/17,,USD,5.00,Books,Cash,,
4/30/17,R2.259,USD,10.00,Fuel,Cash,,
4/30/17,,USD,22.15,Groceries,Cash,,
5/1/17,,USD,9.03,Groceries,Cash,,
5/2/17,,USD,7.59,Smokes,Cash,,
5/2/17,,USD,8.35,Lunch,Cash,,
5/2/17,,USD,2.60,Starbucks,Cash,,
5/2/17,,USD,18.00,Groceries,Cash,,
5/3/17,,USD,104.94,Clothing,Cash,,
5/3/17,,USD,9.05,Lunch,Cash,,
5/4/17,,USD,3.68,Lunch,Cash,,
5/4/17,P2.759,USD,20.00,Fuel,Cash,,
5/4/17,,USD,43.00,Drinks,Cash,,
5/5/17,,USD,13.58,Groceries,Cash,,
5/5/17,,USD,8.46,Groceries,Cash,,
5/5/17,,USD,60.00,HomeMaintenance,Cash,,
5/6/17,,USD,32.13,Breakfast,Cash,,
5/6/17,,USD,15.00,Lunch,Cash,,
5/6/17,,USD,16.29,Clothing,Cash,,
5/6/17,,USD,75.00,Dinner,Cash,,
5/6/17,,USD,8.00,Drinks,Cash,,
5/7/17,,USD,29.50,MiscSnack,Cash,,
5/7/17,,USD,18.00,Drinks,Cash,,
5/7/17,,USD,22.00,Dinner,Cash,,
5/8/17,,USD,15.00,Drinks,Cash,,
5/8/17,,USD,6.00,Starbucks,Cash,,
5/10/17,,USD,14.50,MiscSnack,Cash,,
5/10/17,,USD,5.50,Starbucks,Cash,,
5/11/17,,USD,9.90,Breakfast,Cash,,
5/11/17,,USD,22.00,Drinks,Cash,,
5/12/17,,USD,14.10,Groceries,Cash,,
5/12/17,,USD,20.00,Drinks,Cash,,
5/12/17,,USD,7.00,MiscSnack,Cash,,
5/13/17,,USD,20.00,Lunch,Cash,,
5/13/17,,USD,44.43,HomeMaintenance,Cash,,
5/13/17,,USD,4.45,Starbucks,Cash,,
5/13/17,Rosario,USD,18.00,Date,Cash,,
5/13/17,,USD,15.00,Drinks,Cash,,
5/13/17,,USD,35.00,Drinks,Cash,,
5/14/17,,USD,28.05,Groceries,Cash,,
5/14/17,,USD,7.94,Smokes,Cash,,
5/14/17,,USD,15.00,Drinks,Cash,,
5/15/17,P2.719,USD,20.00,Fuel,Cash,,
5/15/17,,USD,32.10,Groceries,Cash,,
5/16/17,,USD,16.45,Groceries,Cash,,
5/16/17,,USD,25.00,HomeMaintenance,Cash,,
5/16/17,,USD,60.00,HomeMaintenance,Cash,,
5/17/17,,USD,140.00,Rx,Cash,,
5/17/17,P2.999,USD,30.00,Fuel,Cash,,
5/17/17,,USD,8.43,Smokes,Cash,,
5/17/17,,USD,10.60,Drinks,Cash,,
5/17/17,,USD,15.78,Dinner,Cash,,
5/18/17,,USD,19.87,Breakfast,Cash,,
5/18/17,,USD,9.81,Starbucks,Cash,,
5/18/17,,USD,9.75,Groceries,Cash,,
5/19/17,,USD,60.00,Spa,Cash,,
5/19/17,,USD,16.32,Groceries,Cash,,
5/19/17,,USD,29.50,Groceries,Cash,,
5/20/17,,USD,18.15,Groceries,Cash,,
5/20/17,P2.759,USD,20.00,Fuel,Cash,,
5/20/17,,USD,19.95,BMWmaintenance,Cash,,
5/20/17,,USD,25.00,Drinks,Cash,,
5/21/17,,USD,6.50,DrewTime,Cash,,
5/21/17,P2.759,USD,30.00,Fuel,Cash,,
5/21/17,,USD,13.50,Smokes,Cash,,
5/22/17,,USD,1.24,MiscSnack,Cash,,
5/23/17,,USD,5.05,Starbucks,Cash,,
5/23/17,,USD,17.49,Groceries,Cash,,
5/23/17,,USD,35.53,TheDesk,Cash,,
5/25/17,,USD,30.00,Haircut,Cash,,
5/26/17,,USD,9.00,Lunch,Cash,,
5/26/17,,USD,100.00,HomeMaintenance,Cash,,
5/26/17,,USD,47.00,Incidentals,Cash,,
